廠牌,型號,上市日期,建議售價,目前售價,主要系統,4G,5G,雙卡雙待,CA,CA功能,作業系統,處理器,處理器核心,RAM,ROM,顏色,尺寸,重量,SIM,eSIM,電池,快速充電,快充技術,無線充電,防水防塵,主螢幕,副螢幕,HDR,螢幕技術,鏡頭,閃光燈,錄影解析度,攝錄功能,鏡頭,閃光燈,3.5mm耳機孔,立體聲雙喇叭,FM 收音機,影音功能,WiFi,藍牙,GPS,NFC,USB,USB介面,記憶卡,記憶卡槽,更多功能,指紋辨識(按鍵),螢幕指紋辨識,3D臉部辨識,感應器,更多功能
Nokia,N8-00,2010-10-15,"$19,680",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian^3,,單核心,256,-,炫銀、正黑、潮綠、型藍、火橘、蜜桃,113.5 x 59 x 12.9 (mm),135 (g),-,無,1200 mAh (可換式),未提供,未提供,未提供,無,AMOLED、3.5 吋、360 x 640 pixel,X,-,未提供,,無,1280x720 / 25 fps,蔡司認證鏡頭、臉部辨識、2X 數位變焦、地理標記相片,,無,有,未提供,有,未提供,802.11n,v3.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,HDMI 輸出、720P 錄放影、Dolby Digital plus 音效
Nokia,N80,2006-06-16,"$23,900",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.x S60,,單核心,-,-,銀、黑,95.4 x 50 x 26 (mm),134 (g),-,無,860 mAh (可換式),未提供,未提供,未提供,無,TFT、2.1 吋、352 x 416 pixel,X,-,未提供,,有,-,20 倍數位變焦、支援近拍,,無,無,無,有,未提供,-,有,無,無,-,-,miniSD,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N81-8GB,2007-10-30,"$24,500",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.x S60,,單核心,-,-,藍,102 x 50 x 17.9 (mm),140 (g),-,無,1070 mAh (可換式),未提供,未提供,未提供,無,TFT、2.4 吋、240 x 320 pixel,X,-,未提供,,有,VGA / 15 fps,20 段數位變焦、特效、燈光模式,,無,無,有,有,未提供,802.11g,v2.0,無,無,2.0,-,無,N/A,未提供,未提供,無,無,未提供,支援 N-Gage 遊戲服務、UPnP、Navi™ 轉輪
Nokia,N81-插卡版,2007-11-15,"$18,800",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.x S60,,單核心,-,-,藍,102 x 50 x 17.9 (mm),140 (g),-,無,1070 mAh (可換式),未提供,未提供,未提供,無,TFT、2.4 吋、240 x 320 pixel,X,-,未提供,,有,VGA / 15 fps,20 段數位變焦、特效、燈光模式,,無,無,有,有,未提供,802.11g,v2.0,無,無,2.0,-,microSD,N/A,未提供,未提供,無,無,未提供,支援 N-Gage 遊戲服務、UPnP、Navi™ 轉輪
Nokia,N82,2007-11-27,"$20,800",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 6.x S60,,單核心,-,-,銀黃、銀白、黑,112 x 50.2 x 17.3 (mm),114 (g),-,無,1050 mAh (可換式),未提供,未提供,未提供,無,TFT、2.4 吋、240 x 320 pixel,X,-,未提供,,無,VGA / 30 fps,20 倍數位變焦,,無,無,有,有,未提供,802.11g,v2.0,有,無,2.0,-,microSD,N/A,未提供,未提供,無,無,未提供,方向感應功能
Nokia,N85,2008-10-17,"$21,800",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.X S60 3.2,,單核心,-,-,黑棕,103 x 50 x 16 (mm),128 (g),-,無,1200 mAh (可換式),未提供,未提供,未提供,無,OLED、2.6 吋、240 x 320 pixel,X,-,未提供,,有,VGA 30 FPS,20x 數位變焦,,無,有,有,有,未提供,802.11g,v2.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N86,2009-06-18,"$19,990",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.X S60 3.2,,單核心,-,-,黑、白,103.4 x 51.4 x 16.5 (mm),149 (g),-,無,1200 mAh (可換式),未提供,未提供,未提供,無,AMOLED、2.6 吋、240 x 320 pixel,X,-,未提供,,有,VGA / 30 FPS,可變光圈（F2.4 / 3.2 / 4.8，系統自動控制）、機械快門（最短快門時間 1/1000 秒）,,無,有,有,有,未提供,802.11g,v2.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N9,已下市,未提供,已下市,GSM/WCDMA,無,無,無,未提供,未提供,MeeGo 1.2,,單核心,1024,-,藍、黑、粉紅,116.45 x 61.2 x 12.1 (mm),135 (g),-,無,1450 mAh (可換式),未提供,未提供,未提供,無,AMOLED、3.9 吋、480 x 854 pixel,X,-,未提供,,有,720p / 30 fps,雙 LED 閃光燈，F/2.2 大光圈,,無,有,無,有,未提供,802.11n,v2.1,有,無,2.0,-,無,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N90,2005-08-17,"$25,500",已下市,GSM/WCDMA,無,無,無,未提供,未提供,-,,單核心,-,未提供,珍珠黑、淺藍色,112 x 51 x 24 (mm),173 (g),-,無,760 mAh (可換式),未提供,未提供,未提供,無,TFT、352 x 416 pixel,TFT、128 x 128 pixel,-,未提供,,有,-,20 倍數位變焦、自動對焦、防紅眼,,無,無,無,有,未提供,-,有,無,無,-,-,無,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N900,2010-05-10,"$22,100",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Maemo 5,,單核心,256,768,黑,110.9 x 59.8 x 18 (mm),181 (g),-,無,1320 mAh (可換式),未提供,未提供,未提供,無,TFT、3.5 吋、480 x 800 pixel,X,-,未提供,,有,848 x 480 / 25fps,3 倍數位變焦、補光曝償、,,無,有,有,有,未提供,802.11g,v2.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N91,2006-06-02,"$23,900",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.x S60,,單核心,-,-,銀、黑,113.1 x 55.2 x 22 (mm),160 (g),-,無,900 mAh (可換式),未提供,未提供,未提供,無,TFT、2.12 吋、176 x 208 pixel,X,-,未提供,,無,-,20 倍數位變焦,,無,無,有,有,未提供,-,有,無,無,-,-,無,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N92,已下市,未提供,已下市,GSM/WCDMA,無,無,無,未提供,未提供,-,,單核心,-,-,0,107.4 x 58.2 x 24.8 (mm),191 (g),-,無,1500 mAh (可換式),未提供,未提供,未提供,無,2.8 吋、240 x 320 pixel,128 x 36 pixel,-,未提供,,有,-,未提供,,無,無,無,未提供,未提供,-,有,無,無,-,-,miniSD,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N93,2006-07-28,"$29,500",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.x S60,,單核心,-,-,銀、咖啡,118.2 x 55.5 x 28.2 (mm),180 (g),-,無,1100 mAh (可換式),未提供,未提供,未提供,無,TFT、2.4 吋、240 x 320 pixel,TFT、1.1 吋、128 x 36 pixel,-,未提供,,有,-,3 倍光學變焦,,無,無,無,有,未提供,-,有,無,無,-,-,miniSD,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N93i,2007-02-05,"$28,800",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.x S60,,單核心,-,-,淡雅灰、星空紫,108 x 58 x 25 (mm),163 (g),-,無,950 mAh (可換式),未提供,未提供,未提供,無,TFT、2.4 吋、240 x 320 pixel,OLED、1.1 吋、128 x 36 pixel,-,未提供,,有,-,未提供,,無,無,無,有,未提供,-,有,無,無,-,-,miniSD,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N95,2007-05-18,"$27,900",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.x S60,,單核心,-,-,香檳金、典雅紫、古褐銅,99 x 53 x 21 (mm),120 (g),-,無,950 mAh (可換式),未提供,未提供,未提供,無,TFT、2.6 吋、240 x 320 pixel,X,-,未提供,,有,VGA / 30 fps,4 段數位變焦 ( VGA ),,無,無,有,有,未提供,802.11b,v2.0,有,無,2.0,-,microSD,N/A,未提供,未提供,無,無,未提供,Vario-Tessar 鏡頭、GPS衛星導航、RealPlayer媒體播放器
Nokia,N95-8GB,2007-11-03,"$29,500",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.x S60,,單核心,-,-,黑,99 x 53 x 21 (mm),128 (g),-,無,1200 mAh (可換式),未提供,未提供,未提供,無,TFT、2.8 吋、240 x 320 pixel,X,-,未提供,,有,VGA / 30fps,20 段數位變焦、特效、燈光模式、場景選擇,,無,有,有,有,未提供,802.11b,v2.0,有,無,2.0,-,無,N/A,未提供,未提供,無,無,未提供,AGPS、uPNP、加速感應器
Nokia,N96,2008-09-12,"$29,700",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.X S60 3.2,,單核心,128,256,黑,103 x 55 x 18 (mm),125 (g),-,無,950 mAh (可換式),未提供,未提供,未提供,無,TFT、2.8 吋、240 x 320 pixel,X,-,未提供,,有,VGA / 30 FPS,未提供,,無,有,有,有,未提供,802.11g,v2.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N97,2009-06-12,"$26,550",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.X S60 5.0,,單核心,128,256,嗜黑、獨白,117.2 x 55.3 x 15.9 (mm),150 (g),-,無,1500 mAh (可換式),未提供,未提供,未提供,無,TFT、3.5 吋、360 x 640 pixel,X,-,未提供,,有,VGA (640 x 480) 30 fps,Carl Zeiss 認證鏡頭,,無,有,有,有,未提供,802.11g,v2.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,N97 mini,2009-10-27,"$19,990",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.X S60 5.0,,單核心,128,512,迷棕、紗黑、幻白,113 x 52.5 x 14.2 (mm),138 (g),-,無,1200 mAh (可換式),未提供,未提供,未提供,無,TFT、3.2 吋、640 x 360 pixel,X,-,未提供,,有,640 x 480 / 30 FPS,Carl Zeiss 認證鏡頭、14 倍數位變焦,,無,有,有,有,未提供,802.11g,v2.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,Ovi 服務
Nokia,X,已下市,未提供,已下市,GSM/WCDMA,無,無,無,未提供,未提供,Nokia X,,雙核心,512MB,4GB,綠、白、黃、藍、紅、黑,115.5 x 63 x 128.7 (mm),128.7 (g),-,無,1500 mAh (未知),未提供,未提供,未提供,無,IPS TFT、4 吋、800 x 480 pixel,X,-,未提供,,無,FWVGA (864 x 480) / 30fps,未提供,,無,有,無,未提供,未提供,802.11n,X,無,無,-,-,microSD (最大32GB),N/A,未提供,未提供,無,無,光源、加速,GPS
Nokia,X+,已下市,未提供,已下市,GSM/WCDMA,無,無,無,未提供,未提供,Nokia X,,雙核心,768,4GB,綠、白、黃、藍、紅、黑,115.5 x 63 x 128.7 (mm),128.7 (g),-,無,1500 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、4 吋、800 x 480 pixel,X,-,未提供,,無,FWVGA (864 x 480) / 30fps,未提供,,無,有,無,未提供,未提供,802.11n,v3.0,有,無,2.0,-,microSD (最大32GB),N/A,未提供,未提供,無,無,光源、加速,GPS
Nokia,X1-00,已下市,未提供,已下市,GSM,無,無,無,未提供,未提供,-,,單核心,-,-,黃、藍,112.2 x 47.3 x 16 (mm),91.1 (g),-,無,1320 mAh (可換式),未提供,未提供,未提供,無,TFT、128 x 160 pixel,X,-,未提供,,無,-,未提供,,無,有,無,有,未提供,-,v2.1,無,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,X1-01,2011-06-13,"$2,690",已下市,GSM,無,無,無,未提供,未提供,-,,單核心,-,-,紅、深灰,12.2 x 47.3 x 16 (mm),91.05 (g),-,無,1320 mAh (可換式),未提供,未提供,未提供,無,TFT、1.8 吋、128 x 160 pixel,X,-,未提供,,無,-,未提供,,無,有,無,有,未提供,-,X,無,無,-,-,microSDHC,N/A,未提供,未提供,無,無,未提供,大分貝獨立喇叭、36 小時音樂播放
Nokia,X2 Dual SIM,已下市,未提供,已下市,GSM/WCDMA,無,無,有,未提供,未提供,Nokia X,,雙核心,1GB,4GB,黑、白、橘、綠,121.7 x 68.3 x 11.1 (mm),150 (g),-,無,1800 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、4.3 吋、480 x 800 pixel,X,-,"ClearBlack 顯示技術
雙擊喚醒",,有,VGA,自拍聲控導覽,,無,有,無,未提供,未提供,802.11n,v4.0,有,無,2.0,-,microSD (最大32GB),N/A,"21M HSPA+ 行動網路
GPS/AGPS/GLONASS",未提供,無,無,未提供,"Nokia X 2.0 介面
Nokia Here Maps 地圖導航服務
Nokia Store，相容 Android APP
15GB OneDrive 雲端空間"
Nokia,X2-00,2010-08-18,"$4,900",已下市,GSM,無,無,無,未提供,未提供,-,,單核心,-,-,黑紅、銀藍,111 x 47 x 13.3 (mm),81 (g),-,無,860 mAh (可換式),未提供,未提供,未提供,無,TFT、2.2 吋、240 x 320 pixel,X,-,未提供,,有,未提供,4 倍數位變焦、背景作業、相簿分類瀏覽、手電筒、社群相簿上傳,,無,有,有,有,未提供,-,v2.1,無,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,Opera Mini、Nokia Messaging 2.0、Ovi Store、對話式簡訊、WMP 11 同步
Nokia,X2-02,2011-01-07,"$3,490",已下市,GSM,無,無,有,未提供,未提供,-,,單核心,-,-,爵士黑、電音紅,113 x 50 x 15 (mm),93 (g),-,無,1020 mAh (可換式),未提供,未提供,未提供,無,TFT、2.2 吋、240 x 320 pixel,X,-,未提供,,無,-,未提供,,無,有,無,有,未提供,-,v2.1,無,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,Easy Swap 雙 SIM 卡、FM 錄音、Play via Radio
Nokia,X3-00,2009-11-26,"$5,990",已下市,GSM,無,無,無,未提供,未提供,-,,單核心,-,-,紅黑、藍銀,96 x 49.3 x 14.1 (mm),103 (g),-,無,860 mAh (可換式),未提供,未提供,未提供,無,TFT、2.2 吋、240 x 320 pixel,X,-,未提供,,無,176 x 144 / 15 fps,Full focus 全幅對焦、4 倍數位變焦、照片編輯器、白平衡、定時器、,,無,有,有,有,未提供,-,v2.1,無,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,24 小時音樂播放電力、立體聲雙喇叭、Ovi Store、Flash lite 3.0
Nokia,X3-02,2010-09-23,"$7,200",已下市,GSM/WCDMA,無,無,無,未提供,未提供,-,,單核心,-,-,倔強黑、天使白、純真藍、溫柔紫、擁抱桃,106.2 x 48.4 x 9.6 (mm),78 (g),-,無,860 mAh (可換式),未提供,未提供,未提供,無,TFT、2.4 吋、240 x 320 pixel,X,-,未提供,,無,VGA,未提供,,無,有,無,有,未提供,802.11n,v2.1,無,無,2.0,-,microSD,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,X5-01,已下市,未提供,已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.X S60 3.2,,單核心,-,-,粉、黑、黃、綠、紫、藍,74.3 x 66.4 x 16.8 (mm),129 (g),-,無,950 mAh (可換式),未提供,未提供,未提供,無,TFT、2.36 吋、240 x 320 pixel,X,-,未提供,,有,未提供,4 倍數位變焦,,無,有,無,有,未提供,802.11g,v2.1,無,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,24 小時音樂播放、體感操作、QWERTY 鍵盤
Nokia,X6 8GB,2010-07-09,"$12,390",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.X S60 5.0,,單核心,-,-,黑、藍,111 x 51 x 13.8 (mm),122 (g),-,無,1320 mAh (可換式),未提供,未提供,未提供,無,TFT、3.2 吋、640 x 360 pixel,X,-,未提供,,有,VGA / 30fps,未提供,,無,有,有,有,未提供,802.11g,v2.0,有,無,2.0,-,無,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,X6-00,2010-02-11,"$15,600",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian 9.X S60 5.0,,單核心,-,-,粉爵、黑魂,111 x 51 x 13.8 (mm),-,-,無,1320 mAh (可換式),未提供,未提供,未提供,無,TFT、3.2 吋、640 x 360 pixel,X,-,未提供,,有,VGA / 30fps,未提供,,無,有,有,有,未提供,802.11g,v2.0,有,無,2.0,-,無,N/A,未提供,未提供,無,無,未提供,未提供
Nokia,X7-00,2011-06-14,"$15,800",已下市,GSM/WCDMA,無,無,無,未提供,未提供,Symbian Anna,,單核心,256MB,1GB,驚天黑、撼地銀,119.7 x 62.8 x11.9 (mm),146 (g),-,無,1200 mAh (可換式),未提供,未提供,未提供,無,AMOLED、4 吋、360 x 640 pixel,X,-,未提供,,有,720p / 25 fps,Full Focus 全幅對焦、2X 數位變焦、3X 錄影數位變焦、雙 LED、紅眼消除、臉部偵測、50cm 最近拍攝距離,,無,有,有,有,未提供,802.11n,v3.0,有,無,2.0,-,microSDHC,N/A,未提供,未提供,無,無,未提供,USB on-the-go
Nokia,X71,2019-04-09,"$11,990",已下市,GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有 (4G+4G),未提供,未提供,Android 9.0,Qualcomm S660,八核心,6GB,128GB,日蝕黑,157.19 x 76.45 x 7.98 (mm),180 (g),nanoSIM,無,3500 mAh (固定式),有,18W 快速充電,無,無,IPS TFT、6.39 吋、2310 x 1080 pixel,X,無,"點睛全螢幕
19.3:9 比例
PureDisplay 顯示技術
支援 96% 廣色域覆蓋","4800 萬畫素、AF
標準鏡頭、0.8 um、f1.8、6P 鏡頭組、支援 4 合 1 大畫素功能
800 萬畫素
120 度超廣角鏡頭
500 萬畫素
景深鏡頭、f2.4 光圈",有,-,"蔡司光學認證三主相機：
48MP 標準鏡頭、0.8 um、F1.8、6P 鏡頭組、支援 4 合 1 大畫素功能
8MP 120 度超廣角鏡頭
5MP 景深鏡頭、F2.4
前鏡頭：
16MP、F2.0","1600 萬畫素
f2.0 光圈",無,有,無,無,Nokia OZO 360° 音效技術,802.11ac,v5.0,有,無,2.0,Type C,microSD (最大256GB),N/A,未提供,有,無,無,環境光感測器，距離感測器，加速器，電子羅盤，陀螺儀,支援 18W 快速充電
Nokia,XL,已下市,未提供,已下市,GSM/WCDMA,無,無,有,未提供,未提供,Nokia X,,雙核心,768,4GB,綠、白、橙、藍、紅、黑,141.4 x 77.7 x 10.9 (mm),190 (g),-,無,2000 mAh (可換式),未提供,未提供,未提供,無,IPS TFT、5 吋、800 x 480 pixel,X,-,未提供,,有,FWVGA (864 x 480) / 30fps,未提供,,無,有,無,未提供,未提供,802.11n,v3.0,有,無,2.0,-,microSD (最大32GB),N/A,未提供,未提供,無,無,光源、加速,GPS
Nokia,Lumia 2520,已下市,未知,已下市,GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 1800 + 2600,-,-,-,-,Windows 8 RT,Snapdragon 800 四核處理器 2.2 GHz,,32GB,,267 x 168 x 8.9 (mm),615 (g),-,-,8000 (mAh),-,-,-,-,10.1 吋 1920 x 1080 pixel,1920 x 1080,,Gorilla Glass 2、亮度 650 nit、低反射率,,,,,-,f1.9 大光圈,,,有,有,-,-,802.11n,v4.0,有,有,2.0,-,microSD,N/A,-,,X,X,無,無
Nokia,N1,2015-04-28,"$8,199",已下市,X,無,-,-,-,-,Android 5.0,Intel Atom Z3580 2.3GHz,,32GB,,200.7 x 138.6 x 6.9 (mm),318 (g),-,-,5300 (mAh),-,-,-,-,7.9 吋 2048 x 1536 pixel,2048 x 1536,,"全貼合設計，4:3 螢幕比例
Gorilla Glass 3",,,,,1080p,-,,,有,有,-,-,802.11ac,v4.0,有,-,2.0,-,無,N/A,-,,X,X,6 軸陀螺儀、加速度計,"雙 0.5W 喇叭
Nokia Z Launcher
處理器支援 64 位元
USB Type C 規格"
OPPO,A73 5G,2020-11-02,"$9,990","$7,500",GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,有,有 (5G+4G),未提供,未提供,Android 10,MTK 天璣 720,八核心,8GB,128GB,帛黑、霓霞,162.2 x 75 x 7.9 (mm),177 (g),nanoSIM,無,4040 mAh (固定式),有,18W 快充,未提供,無,IPS TFT、6.5 吋、2400 x 1080 pixel,X,無,"90Hz 螢幕更新率
120Hz 觸控採樣率
德國萊茵 TUV 護眼認證","1600 萬畫素、AF
廣角鏡頭、f2.2 光圈
800 萬畫素
超廣角鏡頭、f2.2 光圈
200 萬畫素
景深鏡頭、f2.4 光圈",有,1080@30fps,未提供,"800 萬畫素
f2.0 光圈",無,有,未提供,未提供,未提供,802.11ac,v5.1,有,有,-,Type C,無,N/A,未提供,有,無,無,光線感應、距離感應、重力感應、電子羅盤、陀螺儀,側邊指紋辨識
OPPO,Reno 4Z,2020-09-22,"$12,990","$9,300",GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,有,有,未提供,未提供,Android 10,MTK 天璣 800,八核心,8GB,128GB,薰香白、墨秀黑,163.8 x 75.5 x 8.1 (mm),184 (g),nanoSIM,無,4000 mAh (固定式),有,18W 快充,無,無,LTPS、6.5 吋、2400 x 1080 pixel,X,無,"螢幕佔比：90.40%
德國萊茵 TÜV 低藍光認證
色彩：1670 萬色
像素密度：400PPI
對比度：1500 : 1（典型值）
亮度：480 尼特（典型值）","4800 萬畫素、AF
廣角鏡頭、f1.7 光圈
800 萬畫素
超廣角鏡頭、f2.2 光圈
200 萬畫素
黑白鏡頭、f2.4 光圈
200 萬畫素
復古鏡頭、f2.4 光圈",有,4K@30fps,"極夜模式拍攝
AI 智慧美顏 2.0","1600 萬畫素
標準鏡頭、f2.0 光圈
200 萬畫素
景深鏡頭、f2.4 光圈",無,有,未提供,未提供,未提供,802.11ac,v5.0,有,有,-,Type C,無,N/A,未提供,有,無,無,地磁感應器、光源感應器、距離感應器、重力感應器、陀螺儀,未提供
OPPO,Reno 4,2020-08-12,"$17,990","$12,000",GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,有,有 (5G+4G),未提供,未提供,Android 10,Qualcomm S765G,八核心,8GB,128GB,夢鏡黑、晶鑽藍,159.3 x 74 x 7.8 (mm),183 (g),nanoSIM,無,4020 mAh (固定式),有,50W SuperVOOC,無,無,AMOLED、6.4 吋、2400 x 1080 pixel,X,無,"90.7% 螢幕佔比
色域：96% NTSC
像素密度：409 PPI
对比度：800000:1（典型值）
亮度：典型值 430 尼特，陽光下最高 600 尼特，峰值亮度 800 尼特","4800 萬畫素、AF
廣角鏡頭、IMX586、0.8μm、1/2 吋元件、80度視野、f/1.7 光圈、6P 鏡頭
800 萬畫素
超廣角鏡頭、119 度視野、f/2.2 光圈、5P 鏡頭
200 萬畫素
黑白鏡頭、89 度視野、f/2.4 光圈、3P 鏡頭",有,4K@30fps,未提供,"3200 萬畫素
廣角鏡頭、80 度視角、f/2.4 光圈、5P 鏡頭
200 萬畫素
景深鏡頭、78 度視角、f/2.4 光圈、3P 鏡頭",無,無,未提供,未提供,未提供,802.11ac,v5.1,有,有,2.0,Type C,無,N/A,未提供,無,有,無,地磁感應、接近光感測器、環境光感測器、加速度感測器、重力感應器、陀螺儀,未提供
OPPO,A72,2020-06-27,"$8,990","$6,300",GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有 (4G+4G),未提供,未提供,Android 10,Qualcomm S665,八核心,4GB,128GB,黑、紫,162 x 75.5 x 8.9 (mm),192 (g),nanoSIM,無,5000 mAh (固定式),有,18W 快充,無,無,TFT、6.5 吋、2400 x 1080 pixel,X,無,"480nits
1670 萬色
螢幕佔比: 90.50%
對比: 1500:1typ","4800 萬畫素、AF
廣角鏡頭、f/1.7
800 萬畫素
超廣角鏡頭、f/2.2
200 萬畫素
復古人像鏡頭、f/2.4
200 萬畫素
黑白人像鏡頭、f/2.4",有,4K 30fps,未提供,"1600 萬畫素、AF、OIS
f/2.0",無,有,有,無,未提供,802.11ac,v5.0,有,有,2.0,Type C,microSD,獨立卡槽,未提供,有,無,無,磁力感應器、光距感應器、接近感應器、加速度感應器,側邊指紋辨識
OPPO,A53,2020-09-21,"$5,990","$4,500",GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有 (4G+4G),未提供,未提供,Android 10,Qualcomm S460,八核心,4GB,64GB,異想藍、能量黑,163.9 × 75.1 × 8.4 (mm),186 (g),nanoSIM,無,5000 mAh (固定式),有,18W 快充,未提供,無,IPS TFT、6.5 吋、1600 x 720 pixel,X,無,90Hz 螢幕更新率,"1300 萬畫素、AF
廣角鏡頭、f2.2 光圈
200 萬畫素
微距鏡頭、f2.4 光圈
200 萬畫素
景深鏡頭、f2.4 光圈",有,1080p@30fps,未提供,"1600 萬畫素
f2.0 光圈",無,未提供,未提供,未提供,未提供,802.11ac,v5.0,有,無,2.0,Type C,microSD (最大256GB),獨立卡槽,未提供,有,無,無,光線感應、距離感應、重力感應、電子羅盤、陀螺儀,未提供
OPPO,Reno 4 Pro,2020-08-00,"$23,990","$17,500",GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,有,有 (5G+4G),未提供,未提供,Android 10,Qualcomm S765G,八核心,12GB,256GB,夢鏡黑、晶鑽藍,159.6 x 72.5 x 7.6 (mm),172 (g),nanoSIM,無,4000 mAh (固定式),有,50W SuperVOOC,無,無,AMOLED、6.5 吋、2400 x 1080 pixel,X,無,"曲面螢幕
康寧第五代大猩猩玻璃
93.4% 螢幕佔比
色域：100% DCI-P3
像素密度：402 PPI
對比度：5000000:1（典型值）
亮度：典型值 500 尼特，陽光下最高 800 尼特，峰值亮度 1100 尼特","4800 萬畫素、AF、OIS
廣角鏡頭、IMX586、0.8μm、1/2 吋元件、80度視野、f/1.7 光圈、6P 鏡頭
1200 萬畫素、AF
超廣角鏡頭、IMX708、1.4μm 像素尺寸、1/2.43 吋元件、120 度視角、f/2.2 光圈、6P 鏡頭
1300 萬畫素、AF
望遠鏡頭、45 度視角、f/2.4 光圈、5P 鏡頭",有,4K@30fps,未提供,"3200 萬畫素
廣角鏡頭、80 度視角、f/2.4 光圈、5P 鏡頭",無,無,未提供,未提供,未提供,802.11ac,v5.1,有,有,2.0,Type C,無,N/A,未提供,無,有,無,地磁感應、接近光感測器、環境光感測器、加速度感測器、重力感應器、陀螺儀,未提供
OPPO,Find X2 Pro,2020-07-27,"$36,990","$32,000",GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,有,有,未提供,未提供,Android 10,Qualcomm S865,八核心,12GB,512GB,茶橘、緞黑,165.2 x 74.4 x 8.8 (mm),207 (g),nanoSIM,無,4260 mAh (固定式),有,65W SuperVOOC 2.0 快充,無,IP67,AMOLED、6.7 吋、3120 x 1440 pixel,X,有,"120 Hz 螢幕更新率
513ppi 畫素密度
HDR 10+ 認證","4800 萬畫素、AF、OIS
廣角鏡頭、IMX689 感光元件、F1.7 光圈、全像素全像對焦
4800 萬畫素
超廣角鏡頭、IMX586 感光元件、F2.2 光圈、120 度廣角、超級微距
1300 萬畫素、AF、OIS
望遠鏡頭、F3.0 光圈",有,-,"第二代 10 倍混合光學變焦
支援 60 倍數位變焦","3200 萬畫素
F2.4 光圈",無,無,無,無,未提供,802.11ax,v5.1,有,有,-,Type C,無,N/A,未提供,無,有,無,未提供,未提供
